Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,2822,4,200,208.74334412297497,31.296185000428522,15028.721410999424,2111.5382707299786,47.75061921198027,0.0676833723770096,200,210,210,220,230,240,260,280,10000,15000,15000
,Aggregated,2822,4,200,208.74334412297497,31.296185000428522,15028.721410999424,2111.5382707299786,47.75061921198027,0.0676833723770096,200,210,210,220,230,240,260,280,10000,15000,15000
