Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,8735,5,800,672.4585266194492,28.157190999991144,5963.9220839999325,2113.4795649685175,147.7848032110308,0.08459347636578753,800,830,860,890,960,1100,1200,1300,5800,6000,6000
,Aggregated,8735,5,800,672.4585266194492,28.157190999991144,5963.9220839999325,2113.4795649685175,147.7848032110308,0.08459347636578753,800,830,860,890,960,1100,1200,1300,5800,6000,6000
