Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,3770,10,260,312.3410020753234,20.79615700040449,15033.594647999962,2109.1124668435014,63.78389566931479,0.16918805217324878,260,280,300,340,400,420,460,600,10000,15000,15000
,Aggregated,3770,10,260,312.3410020753234,20.79615700040449,15033.594647999962,2109.1124668435014,63.78389566931479,0.16918805217324878,260,280,300,340,400,420,460,600,10000,15000,15000
