Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,5654,13,470,520.0027919640918,31.349898999906145,20035.623855000267,2109.8680580120267,95.67999331733526,0.2199929099974104,470,480,490,500,520,560,670,880,15000,20000,20000
,Aggregated,5654,13,470,520.0027919640918,31.349898999906145,20035.623855000267,2109.8680580120267,95.67999331733526,0.2199929099974104,470,480,490,500,520,560,670,880,15000,20000,20000
