Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,19776,15,2800,2908.152552592942,35.08114100077364,17725.80860600101,2113.0427791262136,333.2948735287715,0.2528025436352939,2800,2900,3000,3100,3200,3600,9700,11000,13000,18000,18000
,Aggregated,19776,15,2800,2908.152552592942,35.08114100077364,17725.80860600101,2113.0427791262136,333.2948735287715,0.2528025436352939,2800,2900,3000,3100,3200,3600,9700,11000,13000,18000,18000
