Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,2853,3,190,206.50437263406423,11.93256099941209,5469.84147799958,2112.4195583596215,48.272291148209014,0.05075950699075606,190,200,210,220,250,300,440,510,5400,5500,5500
,Aggregated,2853,3,190,206.50437263406423,11.93256099941209,5469.84147799958,2112.4195583596215,48.272291148209014,0.05075950699075606,190,200,210,220,250,300,440,510,5400,5500,5500
