Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,4344,3,270,270.99798381813116,18.088093999722332,10030.609394999374,2113.142955801105,73.5242591107099,0.05077642203778308,270,280,290,290,300,310,330,350,5200,10000,10000
,Aggregated,4344,3,270,270.99798381813116,18.088093999722332,10030.609394999374,2113.142955801105,73.5242591107099,0.05077642203778308,270,280,290,290,300,310,330,350,5200,10000,10000
