Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,7466,8,880,787.2466142499394,31.28123699934804,10029.041806999885,2112.30123225288,126.31233200491496,0.1353467259629413,880,910,930,950,1000,1000,1100,1300,5800,10000,10000
,Aggregated,7466,8,880,787.2466142499394,31.28123699934804,10029.041806999885,2112.30123225288,126.31233200491496,0.1353467259629413,880,910,930,950,1000,1000,1100,1300,5800,10000,10000
