Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,1251,0,44,47.041712098303414,33.18218999993405,182.2613240001374,2114.6746602717826,21.18709932843136,0.0,44,47,50,52,57,64,77,110,170,180,180
,Aggregated,1251,0,44,47.041712098303414,33.18218999993405,182.2613240001374,2114.6746602717826,21.18709932843136,0.0,44,47,50,52,57,64,77,110,170,180,180
