Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,1631,11,1400,1780.4352167602963,5.662639996444341,20052.525504004734,2097.331698344574,27.61195816413117,0.1862241200523868,1400,1700,2000,2100,2700,4600,11000,11000,20000,20000,20000
,Aggregated,1631,11,1400,1780.4352167602963,5.662639996444341,20052.525504004734,2097.331698344574,27.61195816413117,0.1862241200523868,1400,1700,2000,2100,2700,4600,11000,11000,20000,20000,20000
