Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,751,10,3100,3802.79443816777,30.881486003636383,15038.377564997063,2079.5992010652462,12.73654821551787,0.16959451685110344,3100,4300,5400,5800,6900,8400,12000,14000,15000,15000,15000
,Aggregated,751,10,3100,3802.79443816777,30.881486003636383,15038.377564997063,2079.5992010652462,12.73654821551787,0.16959451685110344,3100,4300,5400,5800,6900,8400,12000,14000,15000,15000,15000
