Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,23683,4,74,123.67604101471282,28.507383998658042,10028.47784199912,2113.840180720348,400.4903145714235,0.0676418214873831,74,120,160,190,250,290,330,390,2800,10000,10000
,Aggregated,23683,4,74,123.67604101471282,28.507383998658042,10028.47784199912,2113.840180720348,400.4903145714235,0.0676418214873831,74,120,160,190,250,290,330,390,2800,10000,10000
