Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,282,10,10000,9587.820738383136,57.146899998770095,15033.743436004443,2033.1524822695035,4.771650186581871,0.16920745342488905,10000,11000,11000,11000,11000,13000,15000,15000,15000,15000,15000
,Aggregated,282,10,10000,9587.820738383136,57.146899998770095,15033.743436004443,2033.1524822695035,4.771650186581871,0.16920745342488905,10000,11000,11000,11000,11000,13000,15000,15000,15000,15000,15000
