Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,990,8,1800,2841.242482241542,34.35989300123765,10025.211742002284,2094.451515151515,16.756480752133356,0.1354059050677443,1800,3600,5200,5600,6600,7100,7400,7600,10000,10000,10000
,Aggregated,990,8,1800,2841.242482241542,34.35989300123765,10025.211742002284,2094.451515151515,16.756480752133356,0.1354059050677443,1800,3600,5200,5600,6600,7100,7400,7600,10000,10000,10000
