Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/timeline,30440,7,46,95.18579762920606,26.502988002903294,15033.8812709997,2113.733015768725,514.3903767456475,0.11828950845005035,46,55,64,72,130,290,820,1000,2500,5100,15000
,Aggregated,30440,7,46,95.18579762920606,26.502988002903294,15033.8812709997,2113.733015768725,514.3903767456475,0.11828950845005035,46,55,64,72,130,290,820,1000,2500,5100,15000
